202,203
202,204
202,205
202,206
202,207
202,208
202,209
202,210
202,211
202,212
202,213
202,214
202,215
202,216
202,217
202,218
202,219
202,220
202,221
202,222
202,223
202,224
202,225
202,226
202,227
202,228
202,229
202,230
202,231
202,232
202,233
202,234
202,235
202,236
202,237
202,238
202,239
202,240
202,241
202,242
202,243
202,244
202,245
202,246
202,247
202,248
202,249
202,250
202,251
202,252
202,253
202,254
202,255
202,256
202,257
202,258
202,259
202,260
202,261
202,262
202,263
202,264
202,265
202,266
202,267
268,188,155.0
268,188,156.0
268,188,95.0
268,188,181.0
268,188,156.0
268,188,7.0
268,188,90.0
268,188,153.0
268,188,90.0
268,188,95.0
268,188,172.0
268,188,95.0
268,188,90.0
268,188,181.0
268,188,138.0
268,188,53.0
268,188,7.0
268,188,90.0
268,188,104.0
268,188,194.0
268,188,104.0
268,188,104.0
268,188,104.0
268,188,156.0
268,188,90.0
268,188,140.0
268,188,90.0
268,188,95.0
268,188,181.0
268,188,81.0
268,188,185.0
268,188,125.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,105.0
268,188,87.0
268,188,50.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,90.0
268,188,90.0
268,188,87.0
268,188,90.0
268,188,87.0
268,188,90.0
268,188,90.0
268,188,130.0
268,188,87.0
268,188,130.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,7.0
268,188,90.0
268,188,130.0
268,188,88.0
268,188,7.0
268,188,7.0
268,188,50.0
268,188,87.0
268,188,87.0
268,188,37.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,101.0
268,188,101.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,99.0
268,188,87.0
268,188,101.0
268,188,7.0
268,188,130.0
268,188,156.0
268,188,88.0
268,188,2.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,185.0
268,188,88.0
268,188,88.0
268,188,65.0
268,188,194.0
268,188,88.0
268,188,88.0
268,188,101.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,95.0
268,188,87.0
268,188,186.0
268,188,185.0
268,188,61.0
268,188,91.0
268,188,101.0
268,188,186.0
268,188,87.0
268,188,7.0
268,188,90.0
268,188,88.0
268,188,101.0
268,188,87.0
268,188,186.0
268,188,2.0
268,188,87.0
268,188,87.0
268,188,88.0
268,188,87.0
268,188,87.0
268,188,87.0
268,188,61.0
268,188,185.0
268,188,141.0
268,188,87.0
268,188,156.0
268,188,156.0
268,188,141.0
268,188,41.0
268,188,87.0
268,188,90.0
268,188,2.0
268,188,2.0
268,188,2.0
268,188,87.0
268,188,65.0
268,188,186.0
268,188,90.0
268,188,122.0
268,188,7.0
268,188,142.0
268,188,90.0
268,188,34.0
268,188,105.0
268,188,156.0
268,188,153.0
268,188,142.0
268,188,141.0
268,188,87.0
268,188,2.0
268,188,87.0
268,188,185.0
268,188,87.0
268,188,90.0
268,188,88.0
268,188,12.0
268,188,7.0
268,188,7.0
268,188,101.0
268,188,88.0
268,188,156.0
268,188,186.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,156.0
268,188,156.0
268,188,88.0
268,188,142.0
268,188,88.0
268,188,156.0
268,188,185.0
268,188,156.0
268,188,181.0
268,188,185.0
268,188,88.0
268,188,156.0
268,188,186.0
268,188,101.0
268,188,156.0
268,188,185.0
268,188,156.0
268,188,156.0
268,188,156.0
268,188,33.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,7.0
268,188,88.0
268,188,156.0
268,188,156.0
268,188,186.0
268,188,88.0
268,188,181.0
268,188,153.0
268,188,7.0
268,188,7.0
268,188,87.0
268,188,61.0
268,188,61.0
268,188,185.0
268,188,95.0
268,188,179.0
268,188,181.0
268,188,88.0
268,188,186.0
268,188,7.0
268,188,33.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,50.0
268,188,88.0
268,188,186.0
268,188,186.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,50.0
268,188,90.0
268,188,186.0
268,188,186.0
268,188,186.0
268,188,90.0
268,188,193.0
268,188,125.0
268,188,50.0
268,188,125.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,185.0
268,188,186.0
268,188,153.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,90.0
268,188,88.0
268,188,101.0
268,188,90.0
268,188,88.0
268,188,90.0
268,188,88.0
268,188,88.0
268,188,194.0
268,188,88.0
268,188,185.0
268,188,61.0
268,188,88.0
268,188,90.0
268,188,101.0
268,188,88.0
268,188,88.0
268,188,101.0
268,188,101.0
268,188,7.0
268,188,88.0
268,188,88.0
268,188,2.0
268,188,88.0
268,188,88.0
268,188,172.0
268,188,87.0
268,188,100.0
268,188,87.0
268,188,88.0
268,188,101.0
268,188,7.0
268,188,7.0
268,188,90.0
268,188,156.0
268,188,94.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,41.0
268,188,41.0
268,188,141.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,90.0
268,188,50.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,61.0
268,188,185.0
268,188,100.0
268,188,110.0
268,188,88.0
268,188,90.0
268,188,87.0
268,188,186.0
268,188,156.0
268,188,101.0
268,188,180.0
268,188,149.0
268,188,12.0
268,188,120.0
268,188,87.0
268,188,64.0
268,188,87.0
268,188,90.0
268,188,33.0
268,188,88.0
268,188,185.0
268,188,88.0
268,188,88.0
268,188,90.0
268,188,7.0
268,188,185.0
268,188,66.0
268,188,61.0
268,188,185.0
268,188,94.0
268,188,91.0
268,188,27.0
268,188,179.0
268,188,185.0
268,188,185.0
268,188,61.0
268,188,90.0
268,188,179.0
268,188,68.0
268,188,33.0
268,188,179.0
268,188,68.0
268,188,153.0
268,188,88.0
268,188,179.0
268,188,105.0
268,188,186.0
268,188,90.0
268,188,186.0
268,188,156.0
268,188,156.0
268,188,87.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,101.0
268,188,33.0
268,188,33.0
268,188,88.0
268,188,88.0
268,188,9.0
268,188,88.0
268,188,179.0
268,188,88.0
268,188,88.0
268,188,90.0
268,188,88.0
268,188,88.0
268,188,179.0
268,188,88.0
268,188,87.0
268,188,156.0
268,188,87.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,81.0
268,188,88.0
268,188,186.0
268,188,186.0
268,188,88.0
268,188,185.0
268,188,88.0
268,188,87.0
268,188,151.0
268,188,90.0
268,188,156.0
268,188,7.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,19.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,19.0
268,188,186.0
268,188,88.0
268,188,186.0
268,188,185.0
268,188,185.0
268,188,153.0
268,188,167.0
268,188,202.0
268,188,25.0
268,188,88.0
268,188,90.0
268,188,186.0
268,188,90.0
268,188,88.0
268,188,19.0
268,188,153.0
268,188,88.0
268,188,88.0
268,188,153.0
268,188,66.0
268,188,185.0
268,188,91.0
268,188,186.0
268,188,105.0
268,188,172.0
268,188,105.0
268,188,90.0
268,188,141.0
268,188,155.0
268,188,19.0
268,188,33.0
268,188,101.0
268,188,105.0
268,188,153.0
268,188,33.0
268,188,167.0
268,188,167.0
268,188,88.0
268,188,12.0
268,188,19.0
268,188,88.0
268,188,200.0
268,188,200.0
268,188,19.0
268,188,33.0
268,188,200.0
268,188,50.0
268,188,179.0
268,188,156.0
268,188,153.0
268,188,185.0
268,188,61.0
268,188,66.0
268,188,88.0
268,188,88.0
268,188,95.0
268,188,90.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,172.0
268,188,88.0
268,188,101.0
268,188,19.0
268,188,33.0
268,188,33.0
268,188,88.0
268,188,101.0
268,188,186.0
268,188,186.0
268,188,8.0
268,188,181.0
268,188,32.0
268,188,75.0
268,188,87.0
268,188,66.0
268,188,196.0
268,188,125.0
268,188,186.0
268,188,84.0
268,188,179.0
268,188,101.0
268,188,200.0
268,188,153.0
268,188,179.0
268,188,179.0
268,188,179.0
268,188,179.0
268,188,125.0
268,188,179.0
268,188,179.0
268,188,179.0
268,188,179.0
268,188,179.0
268,188,19.0
268,188,87.0
268,188,179.0
268,188,179.0
268,188,186.0
268,188,146.0
268,188,179.0
268,188,61.0
268,188,185.0
268,188,153.0
268,188,66.0
268,188,185.0
268,188,61.0
268,188,153.0
268,188,153.0
268,188,153.0
268,188,165.0
268,188,33.0
268,188,179.0
268,188,33.0
268,188,66.0
268,188,61.0
268,188,61.0
268,188,122.0
268,188,178.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,156.0
268,188,61.0
268,188,167.0
268,188,167.0
268,188,66.0
268,188,149.0
268,188,101.0
268,188,149.0
268,188,90.0
268,188,172.0
268,188,87.0
268,188,84.0
268,188,7.0
268,188,151.0
268,188,87.0
268,188,87.0
268,188,185.0
268,188,19.0
268,188,90.0
268,188,90.0
268,188,90.0
268,188,87.0
268,188,153.0
268,188,87.0
268,188,153.0
268,188,99.0
268,188,12.0
268,188,90.0
268,188,12.0
268,188,7.0
268,188,7.0
268,188,155.0
268,188,12.0
268,188,185.0
268,188,87.0
268,188,104.0
268,188,7.0
268,188,33.0
268,188,90.0
268,188,7.0
268,188,156.0
268,188,156.0
268,188,66.0
268,188,61.0
268,188,185.0
268,188,94.0
268,188,91.0
268,188,27.0
268,188,87.0
268,188,140.0
268,188,33.0
268,188,87.0
268,188,156.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,104.0
268,188,87.0
268,188,186.0
268,188,88.0
268,188,186.0
268,188,186.0
268,188,186.0
268,188,186.0
268,188,185.0
268,188,66.0
268,188,94.0
268,188,27.0
268,188,88.0
268,188,185.0
268,188,66.0
268,188,27.0
268,188,94.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,185.0
268,188,90.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,101.0
268,188,153.0
268,188,90.0
268,188,141.0
268,188,179.0
268,188,100.0
268,188,100.0
268,188,153.0
268,188,153.0
268,188,87.0
268,188,87.0
268,188,33.0
268,188,90.0
268,188,87.0
268,188,88.0
268,188,87.0
268,188,156.0
268,188,87.0
268,188,155.0
268,188,186.0
268,188,200.0
268,188,116.0
268,188,153.0
268,188,88.0
268,188,88.0
268,188,50.0
268,188,87.0
268,188,66.0
268,188,50.0
268,188,153.0
268,188,153.0
268,188,186.0
268,188,186.0
268,188,33.0
268,188,87.0
268,188,50.0
268,188,88.0
268,188,87.0
268,188,87.0
268,188,179.0
268,188,87.0
268,188,88.0
268,188,7.0
268,188,50.0
268,188,33.0
268,188,179.0
268,188,147.0
268,188,185.0
268,188,179.0
268,188,185.0
268,188,179.0
268,188,185.0
268,188,179.0
268,188,88.0
268,188,88.0
268,188,185.0
268,188,179.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,7.0
268,188,100.0
268,188,2.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,87.0
268,188,100.0
268,188,87.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,61.0
268,188,88.0
268,188,186.0
268,188,7.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,185.0
268,188,90.0
268,188,147.0
268,188,153.0
268,188,185.0
268,188,186.0
268,188,186.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,101.0
268,188,88.0
268,188,87.0
268,188,88.0
268,188,87.0
268,188,88.0
268,188,87.0
268,188,88.0
268,188,87.0
268,188,87.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,186.0
268,188,186.0
268,188,87.0
268,188,100.0
268,188,141.0
268,188,100.0
268,188,90.0
268,188,88.0
268,188,88.0
268,188,96.0
268,188,2.0
268,188,167.0
268,188,88.0
268,188,88.0
268,188,87.0
268,188,185.0
268,188,172.0
268,188,181.0
268,188,88.0
268,188,87.0
268,188,153.0
268,188,88.0
268,188,185.0
268,188,88.0
268,188,7.0
268,188,87.0
268,188,7.0
268,188,88.0
268,188,186.0
268,188,88.0
268,188,88.0
268,188,185.0
268,188,88.0
268,188,185.0
268,188,185.0
268,188,88.0
268,188,186.0
268,188,7.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,88.0
268,188,141.0
268,180,90.0
268,180,141.0
268,180,186.0
268,180,141.0
268,180,189.0
268,180,90.0
268,180,189.0
268,180,7.0
268,180,189.0
268,180,189.0
268,180,156.0
268,180,7.0
268,180,7.0
268,180,90.0
268,180,90.0
268,180,167.0
268,180,167.0
268,180,141.0
268,180,156.0
268,180,90.0
268,180,7.0
268,180,88.0
268,180,61.0
268,180,141.0
268,180,189.0
268,180,88.0
268,180,153.0
268,180,95.0
268,180,88.0
268,180,88.0
268,180,196.0
268,180,125.0
268,180,95.0
268,180,7.0
268,180,172.0
268,180,90.0
268,180,88.0
268,180,141.0
268,180,141.0
268,180,141.0
268,180,90.0
268,180,7.0
268,180,141.0
268,180,90.0
268,180,172.0
268,180,95.0
268,180,7.0
268,180,88.0
268,180,88.0
268,180,7.0
268,180,141.0
268,180,88.0
268,180,88.0
268,180,7.0
268,180,7.0
268,180,189.0
268,180,185.0
268,180,189.0
268,180,156.0
268,180,7.0
268,180,88.0
268,180,189.0
268,180,88.0
268,180,156.0
268,180,156.0
268,180,88.0
268,180,156.0
268,180,156.0
268,180,189.0
268,180,88.0
268,180,88.0
268,180,88.0
268,180,90.0
268,180,90.0
268,180,156.0
268,180,7.0
268,180,7.0
268,180,196.0
268,180,125.0
268,180,88.0
268,180,7.0
268,180,7.0
268,180,7.0
268,180,7.0
268,180,90.0
268,180,189.0
268,180,186.0
268,180,141.0
268,180,189.0
268,180,88.0
268,180,192.0
268,180,101.0
268,180,104.0
268,180,95.0
268,180,122.0
268,180,141.0
268,180,180.0
268,180,156.0
268,180,166.0
268,180,88.0
268,180,189.0
268,180,172.0
268,180,88.0
268,180,167.0
268,180,189.0
268,180,88.0
268,180,167.0
268,180,153.0
268,180,88.0
268,86,138.0
268,86,138.0
268,86,138.0
268,86,189.0
268,86,138.0
268,86,189.0
268,86,189.0
268,86,27.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,61.0
268,86,61.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,192.0
268,86,189.0
268,86,138.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,189.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,189.0
268,86,88.0
268,86,88.0
268,86,4.0
268,86,88.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,2.0
268,86,88.0
268,86,172.0
268,86,172.0
268,86,88.0
268,86,141.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,105.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,156.0
268,86,88.0
268,86,156.0
268,86,101.0
268,86,180.0
268,86,88.0
268,86,138.0
268,86,156.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,61.0
268,86,7.0
268,86,15.0
268,86,50.0
268,86,138.0
268,86,189.0
268,86,101.0
268,86,88.0
268,86,88.0
268,86,172.0
268,86,88.0
268,86,172.0
268,86,189.0
268,86,138.0
268,86,138.0
268,86,88.0
268,86,138.0
268,86,98.0
268,86,138.0
268,86,138.0
268,86,138.0
268,86,138.0
268,86,122.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,189.0
268,86,189.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,189.0
268,86,100.0
268,86,88.0
268,86,100.0
268,86,7.0
268,86,100.0
268,86,189.0
268,86,156.0
268,86,88.0
268,86,186.0
268,86,88.0
268,86,101.0
268,86,189.0
268,86,189.0
268,86,185.0
268,86,172.0
268,86,189.0
268,86,170.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,105.0
268,86,172.0
268,86,138.0
268,86,186.0
268,86,138.0
268,86,142.0
268,86,2.0
268,86,138.0
268,86,105.0
268,86,140.0
268,86,153.0
268,86,153.0
268,86,156.0
268,86,185.0
268,86,104.0
268,86,117.0
268,86,196.0
268,86,125.0
268,86,196.0
268,86,125.0
268,86,189.0
268,86,88.0
268,86,100.0
268,86,100.0
268,86,189.0
268,86,189.0
268,86,88.0
268,86,138.0
268,86,189.0
268,86,152.0
268,86,105.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,196.0
268,86,125.0
268,86,196.0
268,86,125.0
268,86,140.0
268,86,88.0
268,86,88.0
268,86,196.0
268,86,125.0
268,86,141.0
268,86,189.0
268,86,186.0
268,86,189.0
268,86,186.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,88.0
268,86,181.0
268,86,100.0
268,86,179.0
268,86,88.0
268,86,105.0
268,86,189.0
268,86,9.0
268,86,90.0
268,86,4.0
268,86,196.0
268,86,125.0
268,86,105.0
268,86,104.0
268,86,7.0
268,86,90.0
268,86,88.0
268,86,2.0
268,86,186.0
268,86,66.0
268,86,9.0
268,86,186.0
268,86,186.0
268,86,141.0
268,86,156.0
268,86,9.0
268,86,88.0
268,86,196.0
268,86,125.0
268,86,4.0
268,86,178.0
268,86,181.0
268,86,153.0
268,86,179.0
268,86,66.0
268,86,50.0
268,86,50.0
268,86,179.0
268,86,189.0
268,86,66.0
268,86,61.0
268,86,185.0
268,86,94.0
268,86,91.0
268,86,27.0
268,86,50.0
268,86,50.0
268,86,189.0
268,86,88.0
268,86,146.0
268,86,180.0
268,86,19.0
268,86,19.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,88.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,167.0
268,86,189.0
268,86,189.0
268,86,189.0
268,86,153.0
268,86,88.0
268,86,90.0
268,86,33.0
268,86,153.0
268,86,33.0
268,86,33.0
268,86,2.0
268,86,189.0
268,86,2.0
268,86,50.0
268,86,50.0
268,86,88.0
268,86,66.0
268,86,66.0
268,86,189.0
268,86,50.0
268,86,66.0
268,86,88.0
268,86,189.0
268,86,7.0
268,86,7.0
268,86,189.0
268,86,61.0
268,86,189.0
268,86,61.0
268,86,149.0
268,86,100.0
268,86,180.0
268,86,172.0
268,86,105.0
268,86,90.0
268,86,179.0
268,86,7.0
268,86,189.0
268,86,177.0
268,86,189.0
268,86,189.0
268,152,189.0
268,152,186.0
268,152,2.0
268,152,172.0
268,152,2.0
268,152,189.0
268,152,2.0
268,152,87.0
268,152,7.0
268,152,172.0
268,152,2.0
268,152,104.0
268,152,189.0
268,152,189.0
268,152,189.0
268,152,88.0
268,152,7.0
268,152,186.0
268,152,189.0
268,152,88.0
268,152,186.0
268,152,186.0
268,152,186.0
268,152,189.0
268,152,166.0
268,152,186.0
268,152,186.0
268,152,189.0
268,152,189.0
268,152,186.0
268,152,186.0
268,152,141.0
268,152,88.0
268,152,101.0
268,152,100.0
268,152,88.0
268,152,189.0
268,152,87.0
268,152,129.0
268,152,189.0
268,152,189.0
268,152,88.0
268,152,189.0
268,152,186.0
268,152,189.0
268,152,88.0
268,152,186.0
268,152,189.0
268,152,189.0
268,152,105.0
268,152,141.0
268,152,50.0
268,152,189.0
268,152,185.0
268,152,61.0
268,152,66.0
268,152,186.0
268,152,61.0
268,152,33.0
268,152,88.0
268,152,186.0
268,152,88.0
268,152,196.0
268,152,125.0
268,152,2.0
268,152,189.0
268,152,125.0
268,152,125.0
268,152,61.0
268,152,33.0
268,152,87.0
268,152,189.0
268,152,61.0
268,152,196.0
268,152,125.0
268,152,90.0
268,152,189.0
268,152,140.0
268,152,33.0
268,152,87.0
268,152,156.0
268,152,186.0
268,152,189.0
268,152,189.0
268,152,186.0
268,152,189.0
268,152,189.0
268,152,189.0
268,152,189.0
268,152,87.0
268,152,88.0
268,152,33.0
268,152,87.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,90.0
268,152,186.0
268,152,88.0
268,152,88.0
268,152,186.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,88.0
268,152,186.0
268,152,189.0
268,152,61.0
268,152,91.0
268,152,189.0
268,152,88.0
268,152,186.0
268,152,88.0
268,152,88.0
268,152,181.0
268,152,87.0
268,152,2.0
268,152,7.0
268,152,189.0
268,152,189.0
268,152,185.0
268,152,88.0
268,152,189.0
268,152,189.0
268,178,189.0
268,178,125.0
268,178,68.0
268,178,87.0
268,178,177.0
268,178,87.0
268,178,140.0
268,178,100.0
268,178,27.0
268,178,27.0
268,178,100.0
268,178,100.0
268,178,50.0
268,178,186.0
268,178,194.0
268,178,100.0
268,178,186.0
268,178,88.0
268,178,185.0
268,178,88.0
268,178,189.0
268,178,189.0
268,178,100.0
268,178,100.0
268,178,100.0
268,178,88.0
268,178,88.0
268,178,88.0
268,178,189.0
268,178,88.0
268,178,88.0
268,178,100.0
268,178,88.0
268,178,100.0
268,178,100.0
268,178,88.0
268,178,88.0
268,178,189.0
268,178,189.0
268,178,88.0
268,178,189.0
268,178,88.0
268,178,88.0
268,178,100.0
268,178,50.0
268,178,88.0
268,178,100.0
268,178,88.0
268,178,189.0
268,178,186.0
268,178,186.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,100.0
268,178,189.0
268,178,189.0
268,178,88.0
268,178,189.0
268,178,172.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,185.0
268,178,61.0
268,178,189.0
268,178,189.0
268,178,185.0
268,178,61.0
268,178,125.0
268,178,88.0
268,178,87.0
268,178,87.0
268,178,161.0
268,178,87.0
268,178,189.0
268,178,90.0
268,178,88.0
268,178,196.0
268,178,125.0
268,178,100.0
268,178,189.0
268,178,88.0
268,178,100.0
268,178,88.0
268,178,100.0
268,178,88.0
268,178,88.0
268,178,100.0
268,178,100.0
268,178,189.0
268,178,185.0
268,178,189.0
268,178,185.0
268,178,189.0
268,178,185.0
268,178,189.0
268,178,185.0
268,178,88.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,88.0
268,178,88.0
268,178,189.0
268,178,125.0
268,178,88.0
268,178,189.0
268,178,88.0
268,178,100.0
268,178,88.0
268,178,95.0
268,178,87.0
268,178,177.0
268,178,100.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,189.0
268,178,88.0
268,178,88.0
268,178,88.0
268,40,88.0
268,40,88.0
268,40,172.0
268,40,88.0
268,40,186.0
268,40,43.0
268,40,200.0
268,40,189.0
268,40,189.0
268,3,166.0
268,3,7.0
268,3,171.0
268,3,87.0
268,3,87.0
268,3,104.0
268,3,88.0
268,3,122.0
268,3,172.0
268,3,82.0
268,3,138.0
268,3,104.0
268,3,138.0
268,3,88.0
268,3,7.0
268,103,166.0
268,103,88.0
268,103,172.0
268,103,87.0
268,103,87.0
268,103,31.0
268,103,7.0
268,103,138.0
268,103,87.0
268,103,87.0
268,103,87.0
268,103,87.0
268,103,88.0
268,103,87.0
268,103,88.0
268,103,87.0
268,103,189.0
268,103,105.0
268,103,141.0
268,103,87.0
268,103,141.0
268,103,122.0
268,103,122.0
268,103,172.0
268,103,122.0
268,103,189.0
268,103,138.0
268,103,189.0
268,103,4.0
268,103,180.0
268,103,180.0
268,103,87.0
268,103,87.0
268,103,87.0
268,103,90.0
268,103,87.0
268,103,87.0
268,103,88.0
268,103,88.0
268,103,7.0
268,103,189.0
268,103,88.0
268,103,87.0
268,103,7.0
268,103,88.0
268,103,156.0
268,103,189.0
268,103,153.0
268,103,189.0
268,103,185.0
268,103,61.0
268,103,186.0
268,103,141.0
268,103,186.0
268,103,7.0
268,155,180.0
268,155,12.0
268,155,141.0
268,155,7.0
268,155,138.0
268,155,138.0
268,155,138.0
268,155,172.0
268,155,189.0
268,155,7.0
268,155,64.0
268,155,172.0
268,155,87.0
268,155,88.0
