174,175
174,176
174,177
174,178
174,179
174,180
174,181
174,182
174,183
174,184
174,185
174,186
174,187
174,188
174,189
174,190
174,191
174,192
174,193
174,194
174,195
174,196
174,197
174,198
174,199
174,200
174,201
174,202
174,203
174,204
174,205
174,206
174,207
174,208
174,209
174,210
174,211
174,212
174,213
174,214
174,215
174,216
174,217
174,218
174,219
174,220
174,221
174,222
174,223
174,224
174,225
174,226
174,227
174,228
174,229
174,230
174,231
174,232
174,233
174,234
174,235
174,236
174,237
174,238
240,4,1.0
240,4,77.0
240,4,135.0
240,4,74.0
240,4,77.0
240,4,82.0
240,4,120.0
240,4,74.0
240,4,74.0
240,4,77.0
240,4,118.0
240,4,75.0
240,4,147.0
240,4,164.0
240,4,164.0
240,4,75.0
240,4,77.0
240,4,77.0
240,4,74.0
240,4,75.0
240,9,135.0
240,9,87.0
240,9,128.0
240,9,155.0
240,9,77.0
240,9,128.0
240,9,155.0
240,9,77.0
240,9,128.0
240,9,26.0
240,9,74.0
240,9,164.0
240,74,50.0
240,74,147.0
240,74,77.0
240,74,74.0
240,74,161.0
240,74,74.0
240,74,74.0
240,74,154.0
240,74,87.0
240,74,128.0
240,74,74.0
240,74,74.0
240,74,50.0
240,74,90.0
240,74,172.0
240,74,156.0
240,74,74.0
240,74,156.0
240,74,86.0
240,74,86.0
240,74,82.0
240,74,154.0
240,74,154.0
240,74,90.0
240,74,74.0
240,74,164.0
240,74,147.0
240,74,1.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,164.0
240,74,90.0
240,74,74.0
240,74,74.0
240,74,82.0
240,74,74.0
240,74,74.0
240,74,74.0
240,74,5.0
240,74,74.0
240,74,161.0
240,74,91.0
240,74,156.0
240,74,82.0
240,74,172.0
240,74,156.0
240,74,82.0
240,74,172.0
240,74,74.0
240,74,118.0
240,74,87.0
240,74,74.0
240,74,74.0
240,74,74.0
240,74,74.0
240,74,164.0
240,74,120.0
240,74,164.0
240,74,82.0
240,74,164.0
240,74,160.0
240,74,161.0
240,74,74.0
240,74,164.0
240,74,87.0
240,74,161.0
240,74,74.0
240,74,109.0
240,74,161.0
240,74,160.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,91.0
240,74,86.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,86.0
240,74,164.0
240,74,22.0
240,74,161.0
240,74,86.0
240,74,87.0
240,74,161.0
240,74,161.0
240,74,74.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,55.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,132.0
240,74,132.0
240,74,77.0
240,74,82.0
240,74,132.0
240,74,19.0
240,74,82.0
240,74,161.0
240,74,132.0
240,74,161.0
240,74,82.0
240,74,164.0
240,74,160.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,164.0
240,74,86.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,164.0
240,74,74.0
240,74,86.0
240,74,86.0
240,74,164.0
240,74,161.0
240,74,132.0
240,74,161.0
240,74,147.0
240,74,86.0
240,74,161.0
240,74,74.0
240,74,161.0
240,74,77.0
240,74,164.0
240,74,161.0
240,74,161.0
240,74,161.0
240,74,74.0
240,74,5.0
240,74,82.0
240,74,74.0
240,74,57.0
240,74,164.0
240,74,161.0
240,74,164.0
240,74,135.0
240,74,135.0
240,104,77.0
240,104,164.0
240,104,5.0
240,146,75.0
240,146,165.0
240,146,132.0
240,146,77.0
240,146,77.0
240,146,77.0
240,146,90.0
240,146,87.0
240,146,120.0
240,146,120.0
240,146,135.0
240,146,74.0
240,146,82.0
240,146,74.0
240,146,75.0
240,146,164.0
240,146,90.0
240,146,103.0
240,146,164.0
240,146,91.0
240,146,120.0
240,146,120.0
240,146,91.0
240,146,91.0
240,146,164.0
240,146,77.0
240,146,91.0
240,146,77.0
240,146,77.0
240,146,5.0
240,146,77.0
240,146,77.0
240,146,164.0
240,146,5.0
240,146,75.0
240,73,164.0
240,73,5.0
240,73,135.0
240,73,164.0
240,73,86.0
240,73,164.0
240,73,120.0
240,73,81.0
240,73,164.0
240,73,164.0
240,73,81.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,169.0
240,73,107.0
240,73,42.0
240,73,86.0
240,73,164.0
240,73,81.0
240,73,65.0
240,73,50.0
240,73,75.0
240,73,161.0
240,73,75.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,90.0
240,73,154.0
240,73,154.0
240,73,172.0
240,73,129.0
240,73,81.0
240,73,75.0
240,73,55.0
240,73,147.0
240,73,135.0
240,73,55.0
240,73,26.0
240,73,154.0
240,73,75.0
240,73,135.0
240,73,87.0
240,73,154.0
240,73,164.0
240,73,50.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,164.0
240,73,75.0
240,73,46.0
240,73,161.0
240,73,50.0
240,73,161.0
240,73,164.0
240,73,50.0
240,73,75.0
240,73,75.0
240,73,119.0
240,73,119.0
240,73,173.0
240,73,50.0
240,73,160.0
240,73,22.0
240,73,75.0
240,73,161.0
240,73,75.0
240,73,161.0
240,73,161.0
240,73,161.0
240,73,75.0
240,73,75.0
240,73,75.0
240,73,161.0
240,73,75.0
240,73,164.0
240,73,164.0
240,73,75.0
240,73,160.0
240,73,160.0
240,73,75.0
240,73,75.0
240,73,5.0
240,73,75.0
240,73,160.0
240,73,75.0
240,73,154.0
240,73,75.0
240,73,164.0
240,73,84.0
240,73,84.0
240,73,156.0
240,73,26.0
240,73,164.0
240,73,75.0
240,73,75.0
240,73,10.0
240,73,135.0
240,73,75.0
240,73,75.0
240,73,75.0
240,73,91.0
240,73,33.0
240,73,50.0
240,73,7.0
240,73,161.0
240,73,155.0
240,73,134.0
240,73,1.0
240,73,145.0
240,73,132.0
240,73,154.0
240,73,84.0
240,73,91.0
240,73,32.0
240,73,164.0
240,73,154.0
240,73,154.0
240,73,167.0
240,73,132.0
240,73,132.0
240,73,132.0
240,73,119.0
240,73,68.0
240,73,152.0
240,73,154.0
240,73,161.0
240,73,75.0
240,73,154.0
240,73,75.0
240,73,161.0
240,73,164.0
240,73,75.0
240,73,154.0
240,73,154.0
240,73,147.0
240,73,161.0
240,73,161.0
240,134,5.0
240,134,50.0
240,134,78.0
240,134,164.0
240,134,116.0
240,134,77.0
240,134,87.0
240,134,155.0
240,134,128.0
240,134,87.0
240,134,155.0
240,134,71.0
240,134,10.0
240,134,164.0
240,134,5.0
240,134,5.0
240,134,164.0
240,134,164.0
240,134,164.0
240,134,53.0
240,134,5.0
240,134,91.0
240,134,147.0
240,134,91.0
240,134,91.0
240,134,87.0
240,134,16.0
240,134,85.0
240,134,164.0
240,134,133.0
240,134,160.0
240,134,26.0
240,134,26.0
240,134,50.0
240,134,164.0
240,134,42.0
240,134,118.0
240,134,118.0
240,134,164.0
240,134,75.0
240,134,75.0
240,134,164.0
240,134,74.0
240,134,164.0
240,134,75.0
240,134,132.0
240,134,118.0
240,134,118.0
240,134,119.0
240,134,26.0
240,134,164.0
240,134,164.0
240,134,172.0
240,134,172.0
240,134,78.0
240,134,147.0
240,134,91.0
240,134,110.0
240,134,87.0
240,134,164.0
240,134,50.0
240,134,160.0
240,134,46.0
240,134,44.0
240,134,172.0
240,163,22.0
240,163,161.0
240,163,74.0
240,163,119.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,154.0
240,163,154.0
240,163,26.0
240,163,154.0
240,163,161.0
240,163,135.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,103.0
240,163,74.0
240,163,74.0
240,163,75.0
240,163,74.0
240,163,77.0
240,163,154.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,90.0
240,163,24.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,3.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,3.0
240,163,74.0
240,163,74.0
240,163,1.0
240,163,156.0
240,163,42.0
240,163,77.0
240,163,156.0
240,163,77.0
240,163,90.0
240,163,100.0
240,163,156.0
240,163,156.0
240,163,143.0
240,163,77.0
240,163,90.0
240,163,135.0
240,163,105.0
240,163,74.0
240,163,120.0
240,163,135.0
240,163,77.0
240,163,91.0
240,163,154.0
240,163,82.0
240,163,91.0
240,163,135.0
240,163,160.0
240,163,156.0
240,163,77.0
240,163,75.0
240,163,111.0
240,163,74.0
240,163,64.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,77.0
240,163,74.0
240,163,26.0
240,163,75.0
240,163,161.0
240,163,161.0
240,163,135.0
240,163,74.0
240,163,74.0
240,163,74.0
240,163,161.0
240,163,127.0
240,163,135.0
240,163,132.0
240,163,5.0
240,163,77.0
240,163,132.0
240,163,77.0
240,163,107.0
240,163,159.0
240,163,147.0
240,163,75.0
240,163,87.0
240,163,118.0
240,163,90.0
240,163,154.0
240,163,74.0
240,163,155.0
240,163,135.0
240,163,75.0
240,163,75.0
240,163,75.0
240,163,135.0
240,163,135.0
240,163,135.0
240,163,131.0
240,163,26.0
240,163,75.0
240,163,75.0
240,163,87.0
240,163,156.0
240,163,135.0
240,163,75.0
240,163,135.0
240,163,50.0
240,163,161.0
240,163,161.0
240,163,75.0
240,163,75.0
240,163,75.0
240,163,75.0
240,163,75.0
240,163,135.0
240,163,161.0
240,163,81.0
240,163,75.0
240,163,75.0
240,163,77.0
240,163,75.0
240,163,161.0
240,163,161.0
240,163,77.0
240,163,77.0
240,163,132.0
240,163,22.0
240,163,75.0
240,163,87.0
240,163,125.0
240,163,87.0
240,163,75.0
240,163,161.0
240,163,26.0
240,163,161.0
240,163,161.0
240,163,75.0
240,163,10.0
240,163,75.0
240,163,75.0
240,163,161.0
240,163,161.0
240,163,134.0
240,163,120.0
240,163,161.0
240,163,87.0
240,163,160.0
240,163,87.0
240,163,81.0
240,163,77.0
240,163,77.0
240,163,77.0
240,163,120.0
240,163,75.0
240,163,35.0
240,163,55.0
240,163,77.0
240,163,135.0
240,163,55.0
240,163,75.0
240,163,84.0
240,163,84.0
240,163,161.0
240,163,154.0
240,163,77.0
240,163,147.0
240,163,62.0
240,163,85.0
240,163,74.0
240,163,107.0
240,163,87.0
240,163,132.0
240,163,132.0
240,163,82.0
240,163,74.0
240,163,75.0
240,163,135.0
240,163,15.0
240,163,107.0
240,163,15.0
240,163,75.0
240,163,50.0
240,163,91.0
240,163,160.0
240,163,75.0
240,163,15.0
240,163,74.0
240,163,75.0
240,163,161.0
240,163,77.0
240,163,42.0
240,163,86.0
240,163,26.0
240,163,50.0
240,163,132.0
240,163,160.0
240,163,81.0
240,163,116.0
240,163,55.0
240,163,37.0
240,163,9.0
240,163,78.0
240,163,22.0
240,163,25.0
240,163,8.0
240,163,73.0
240,163,134.0
240,163,135.0
240,163,107.0
240,163,132.0
240,163,161.0
240,163,161.0
240,163,100.0
240,163,161.0
240,163,87.0
240,163,87.0
240,163,75.0
240,163,161.0
240,163,75.0
240,163,75.0
240,163,75.0
240,163,169.0
240,163,107.0
240,163,132.0
240,163,75.0
240,163,161.0
240,163,74.0
240,163,75.0
240,163,75.0
240,163,161.0
240,163,160.0
240,163,75.0
240,163,75.0
240,163,10.0
240,163,132.0
240,163,107.0
240,163,5.0
240,163,77.0
240,163,161.0
240,163,75.0
240,163,107.0
240,163,2.0
240,163,75.0
240,163,160.0
240,21,164.0
240,21,164.0
240,21,42.0
240,21,8.0
240,21,74.0
240,21,161.0
240,21,161.0
240,21,172.0
240,21,81.0
240,21,87.0
240,21,164.0
240,21,132.0
240,21,26.0
240,21,74.0
240,164,164.0
240,153,71.0
240,153,164.0
240,153,164.0
240,153,164.0
240,153,164.0
240,153,75.0
240,153,74.0
240,153,74.0
240,153,74.0
240,153,164.0
240,153,75.0
240,153,75.0
240,153,75.0
240,153,34.0
240,153,74.0
240,153,74.0
240,153,164.0
240,153,75.0
240,153,164.0
240,153,164.0
240,153,74.0
240,153,74.0
240,153,74.0
240,153,74.0
240,153,77.0
240,153,74.0
240,153,75.0
240,153,74.0
240,153,75.0
240,153,74.0
240,153,74.0
240,153,147.0
240,70,154.0
240,70,164.0
240,70,125.0
240,70,172.0
240,70,44.0
240,70,164.0
240,127,10.0
240,127,155.0
240,127,135.0
240,127,87.0
240,127,155.0
240,127,87.0
240,127,135.0
240,127,10.0
240,127,164.0
240,127,87.0
240,127,160.0
240,127,74.0
240,127,50.0
240,154,10.0
240,154,128.0
240,154,135.0
240,154,75.0
240,154,135.0
240,154,87.0
240,154,135.0
240,154,128.0
240,154,87.0
240,154,87.0
240,154,74.0
240,154,161.0
240,154,26.0
240,154,139.0
240,154,85.0
240,154,23.0
240,154,50.0
240,154,160.0
240,154,5.0
240,115,135.0
240,0,119.0
240,0,74.0
240,0,75.0
240,0,119.0
240,0,74.0
240,0,119.0
240,0,154.0
240,80,74.0
240,80,74.0
240,80,74.0
240,80,74.0
240,80,74.0
240,80,75.0
240,80,164.0
240,80,164.0
240,80,161.0
240,80,164.0
240,80,75.0
240,80,164.0
240,80,75.0
240,8,126.0
240,8,74.0
240,8,164.0
240,8,161.0
240,76,5.0
240,76,156.0
240,76,147.0
240,76,90.0
240,76,164.0
240,76,147.0
240,76,147.0
240,76,161.0
240,76,120.0
240,76,164.0
240,76,156.0
240,76,156.0
240,76,135.0
240,76,156.0
240,76,164.0
240,76,164.0
240,76,120.0
240,76,5.0
240,76,91.0
240,76,164.0
240,76,164.0
240,76,164.0
240,76,91.0
240,76,134.0
240,76,74.0
240,76,164.0
240,76,86.0
240,76,91.0
240,76,135.0
240,76,164.0
240,76,75.0
240,76,164.0
240,76,164.0
240,76,164.0
240,76,5.0
240,76,26.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,120.0
240,76,156.0
240,76,120.0
240,76,82.0
240,76,82.0
240,76,5.0
240,76,156.0
240,76,5.0
240,76,5.0
240,76,103.0
240,76,91.0
240,76,91.0
240,76,91.0
240,76,154.0
240,76,120.0
240,76,110.0
240,76,172.0
240,76,75.0
240,159,82.0
240,159,161.0
240,159,63.0
240,159,164.0
240,159,156.0
240,159,82.0
240,159,82.0
240,159,164.0
240,159,164.0
240,159,135.0
240,159,164.0
240,159,74.0
240,159,164.0
240,159,74.0
240,159,164.0
240,159,164.0
240,159,164.0
240,159,164.0
240,159,147.0
240,159,164.0
240,159,75.0
240,159,164.0
240,159,87.0
240,159,81.0
240,159,75.0
240,159,164.0
240,159,164.0
240,159,128.0
240,159,155.0
240,159,161.0
240,159,164.0
240,159,75.0
240,159,75.0
240,159,164.0
240,159,10.0
240,159,10.0
240,159,75.0
240,159,75.0
240,159,50.0
240,159,107.0
240,159,2.0
240,109,164.0
240,109,75.0
240,109,75.0
240,109,77.0
240,109,75.0
240,109,75.0
240,109,75.0
240,119,74.0
240,119,77.0
240,119,90.0
240,119,77.0
240,119,120.0
240,119,90.0
240,119,147.0
240,119,91.0
240,119,120.0
240,119,91.0
240,119,91.0
240,119,120.0
240,119,82.0
240,119,161.0
240,119,77.0
240,119,75.0
240,119,147.0
240,119,77.0
240,119,91.0
240,119,75.0
240,119,77.0
240,119,147.0
240,119,15.0
240,119,77.0
240,119,77.0
240,119,120.0
240,119,77.0
240,119,77.0
240,119,77.0
240,119,77.0
240,119,75.0
240,119,77.0
240,119,77.0
240,119,120.0
240,119,90.0
240,119,5.0
240,119,161.0
240,25,164.0
240,25,164.0
240,25,164.0
240,25,145.0
240,25,135.0
240,25,135.0
240,25,135.0
240,25,74.0
240,25,75.0
240,25,119.0
240,25,135.0
240,25,139.0
240,25,85.0
240,25,23.0
240,25,155.0
240,25,74.0
240,25,74.0
240,25,68.0
240,25,75.0
240,89,3.0
240,89,46.0
240,89,172.0
240,89,46.0
240,89,172.0
240,89,46.0
240,89,172.0
240,89,164.0
240,89,74.0
240,89,120.0
240,89,5.0
240,89,74.0
240,89,75.0
240,89,147.0
240,89,143.0
240,89,75.0
240,89,161.0
240,89,5.0
240,89,161.0
240,89,134.0
240,89,135.0
240,2,90.0
240,2,120.0
240,2,98.0
240,49,42.0
240,49,75.0
240,49,135.0
240,49,135.0
240,49,75.0
240,49,132.0
240,49,57.0
240,49,139.0
240,49,81.0
240,49,74.0
240,49,74.0
240,49,74.0
240,49,160.0
240,49,74.0
240,49,161.0
240,49,164.0
240,49,74.0
240,49,74.0
240,49,164.0
240,49,160.0
240,49,81.0
240,49,155.0
240,49,91.0
240,49,75.0
240,49,161.0
240,49,161.0
240,49,75.0
240,49,128.0
240,49,75.0
240,49,160.0
240,141,74.0
240,141,164.0
240,141,161.0
240,60,172.0
240,171,61.0
240,171,90.0
240,171,46.0
240,171,90.0
240,171,46.0
240,171,90.0
240,171,46.0
240,171,172.0
240,171,172.0
240,171,75.0
240,171,87.0
240,171,132.0
240,171,172.0
240,171,172.0
240,171,38.0
240,171,172.0
240,171,172.0
240,171,75.0
240,171,156.0
240,171,82.0
240,171,156.0
240,171,75.0
240,171,82.0
240,171,5.0
240,171,5.0
240,171,172.0
240,171,172.0
240,171,5.0
240,171,172.0
240,171,172.0
240,171,135.0
240,171,135.0
240,171,44.0
240,171,44.0
240,171,44.0
240,171,44.0
240,171,135.0
240,171,44.0
240,64,74.0
240,64,161.0
240,97,5.0
240,97,3.0
240,94,5.0
240,94,77.0
240,111,118.0
240,168,55.0
240,168,107.0
240,106,55.0
240,106,159.0
240,106,169.0
240,106,169.0
240,160,77.0
240,160,77.0
240,160,132.0
240,160,172.0
240,160,74.0
240,160,75.0
240,160,135.0
240,160,1.0
240,160,74.0
240,160,74.0
240,160,74.0
240,160,74.0
240,160,74.0
240,160,74.0
240,160,13.0
240,160,107.0
240,160,159.0
240,160,119.0
240,160,75.0
240,160,82.0
240,160,75.0
240,160,87.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,87.0
240,160,75.0
240,160,75.0
240,160,105.0
240,160,75.0
240,160,75.0
240,160,164.0
240,160,75.0
240,160,86.0
240,160,75.0
240,160,90.0
240,160,75.0
240,160,75.0
240,160,164.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,50.0
240,160,82.0
240,160,97.0
240,160,116.0
240,160,119.0
240,160,75.0
240,160,75.0
240,160,74.0
240,160,119.0
240,160,62.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,56.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,86.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,74.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,75.0
240,160,74.0
240,152,118.0
240,152,118.0
240,45,90.0
240,45,172.0
240,45,90.0
240,45,172.0
240,45,90.0
240,45,172.0
240,45,44.0
240,117,135.0
240,117,112.0
240,117,167.0
240,117,69.0
240,117,135.0
240,117,75.0
240,117,161.0
240,142,164.0
240,142,156.0
240,142,90.0
240,142,90.0
240,142,77.0
240,142,157.0
240,142,44.0
240,41,156.0
240,41,120.0
240,41,22.0
240,41,8.0
240,41,5.0
240,41,57.0
240,41,164.0
240,41,86.0
240,108,74.0
240,108,164.0
240,108,161.0
240,118,87.0
240,118,74.0
240,118,132.0
240,118,1.0
240,118,161.0
240,118,135.0
240,118,174.0
240,118,1.0
240,118,74.0
240,52,87.0
240,77,50.0
240,77,164.0
240,77,160.0
240,77,50.0
240,77,164.0
240,77,55.0
240,77,142.0
240,77,12.0
240,77,75.0
240,77,74.0
240,77,81.0
240,77,135.0
240,77,135.0
240,81,120.0
240,81,164.0
240,81,75.0
240,81,156.0
240,81,120.0
240,81,147.0
240,81,75.0
240,81,77.0
240,81,75.0
240,81,156.0
240,81,172.0
240,81,156.0
240,81,75.0
240,81,172.0
240,81,161.0
240,81,87.0
240,81,77.0
240,81,77.0
240,81,77.0
240,81,5.0
240,81,164.0
240,81,50.0
240,81,77.0
240,81,77.0
240,81,164.0
240,81,75.0
240,24,87.0
240,24,75.0
240,24,161.0
240,90,77.0
240,90,147.0
240,90,74.0
240,90,161.0
240,90,147.0
240,90,5.0
240,90,5.0
240,90,5.0
240,90,147.0
240,90,147.0
240,90,77.0
240,90,77.0
240,90,110.0
240,128,74.0
240,128,161.0
240,62,160.0
240,124,71.0
240,124,164.0
240,56,50.0
240,56,75.0
240,43,46.0
240,43,172.0
240,43,172.0
240,43,172.0
240,43,172.0
240,43,172.0
240,43,172.0
240,43,143.0
240,138,50.0
240,138,26.0
240,138,85.0
240,138,23.0
240,138,155.0
240,131,156.0
240,131,164.0
240,131,164.0
240,131,164.0
240,131,74.0
240,131,26.0
240,131,26.0
240,131,68.0
240,131,74.0
240,131,161.0
240,131,152.0
240,131,74.0
240,131,75.0
240,131,164.0
240,131,152.0
240,131,74.0
240,131,75.0
240,131,147.0
240,131,91.0
240,131,103.0
240,131,74.0
240,131,75.0
240,131,75.0
240,131,75.0
240,131,164.0
240,131,164.0
240,131,164.0
240,131,75.0
240,166,3.0
240,166,155.0
240,166,69.0
240,166,30.0
240,166,74.0
240,110,164.0
240,110,164.0
240,15,135.0
240,84,135.0
240,84,164.0
240,84,26.0
240,84,139.0
240,84,23.0
240,84,155.0
240,75,74.0
240,156,83.0
240,156,143.0
240,7,164.0
240,7,22.0
240,7,42.0
240,7,75.0
240,7,87.0
240,7,161.0
240,54,77.0
240,54,164.0
240,54,74.0
240,54,75.0
240,54,75.0
240,54,107.0
240,54,81.0
240,54,164.0
240,54,164.0
240,54,77.0
240,54,91.0
240,54,15.0
240,54,75.0
240,37,172.0
240,63,164.0
240,102,156.0
240,102,147.0
240,102,77.0
240,102,164.0
240,102,74.0
240,144,164.0
240,144,8.0
240,144,74.0
240,144,161.0
240,32,164.0
240,32,161.0
240,32,74.0
240,32,161.0
240,11,42.0
240,68,167.0
240,172,74.0
240,67,74.0
240,67,164.0
240,67,26.0
240,67,74.0
240,67,152.0
240,114,55.0
240,83,74.0
240,83,164.0
240,83,74.0
240,145,75.0
240,72,91.0
240,5,75.0
240,5,154.0
240,5,75.0
240,22,75.0
240,22,26.0
240,22,139.0
240,22,85.0
240,22,155.0
240,22,174.0
240,137,75.0
240,158,107.0
240,85,75.0
240,85,75.0
240,85,75.0
240,85,75.0
240,85,75.0
240,85,75.0
240,125,75.0
240,48,161.0
240,61,164.0
240,61,121.0
240,157,74.0
240,151,158.0
240,151,132.0
240,151,132.0
240,151,68.0
240,151,74.0
240,133,74.0
240,133,135.0
240,14,74.0
240,14,164.0
240,14,164.0
240,129,174.0
240,12,55.0
240,18,75.0
240,31,74.0
240,147,164.0
240,26,164.0
240,165,75.0
241,73,118.0
241,73,164.0
241,73,164.0
241,73,164.0
241,73,155.0
241,73,164.0
241,73,55.0
241,73,81.0
241,73,120.0
241,73,77.0
241,73,164.0
241,73,75.0
241,73,161.0
241,73,3.0
241,73,3.0
241,73,3.0
241,73,164.0
241,73,75.0
241,73,154.0
241,73,50.0
241,73,81.0
241,73,164.0
241,73,154.0
241,73,75.0
241,73,147.0
241,73,65.0
241,73,75.0
241,73,75.0
241,73,87.0
241,73,111.0
241,73,161.0
241,73,163.0
241,73,4.0
241,73,75.0
241,73,5.0
241,73,55.0
241,73,161.0
