0,118
1,118
2,118
3,189
4,96
5,190
6,97
707,2889,2292.0
708,2874,707.0
709,1546,701.0
710,706,2878.0
711,2289,2020.0
712,699
713,1555,1384.0
714,1475,2419.0
715,733,342.0
716,385,716.0
717,460,2346.0
718,719,721.0
719,720,1548.0
720,719,102.0
721,2507,1384.0
722,154,1970.0
723,993
724,2644,211.0
725,2119,847.0
726,725
727,1546,556.0
728,2843,1965.0
729,341,734.0
730,2038,1352.0
731,525,931.0
732,767,2377.0
733,341,1670.0
734,173,1654.0
735,2667,2134.0
736,1555,485.0
737,515
738,1255,2397.0
739,2490,661.0
740,1749,2820.0
741,210,2176.0
742,14,2878.0
743,281,124.0
744,114
745,938,2878.0
746,1611,211.0
747,2315
748,510
749,2027,1352.0
750,1375,681.0
751,1275,485.0
752,966
753,550,753.0
754,570
755,1668
756,1375,2186.0
757,525,1403.0
758,2503
759,341,1961.0
760,1383,886.0
761,2173,1384.0
762,281,2186.0
763,2012,2292.0
764,1868,2419.0
765,1375,15.0
766,16,538.0
767,1963,1670.0
768,1490,1752.0
769,154,342.0
770,341,305.0
771,1351,2134.0
772,341,734.0
773,2455,2134.0
774,91,216.0
775,486,216.0
776,775
777,1711,1548.0
778,1071,176.0
779,2083,1435.0
780,1861,847.0
781,1542,2296.0
782,968
783,660,931.0
784,876
785,1461,1827.0
786,1963,2847.0
787,1606,125.0
788,2344,2648.0
789,1400,1939.0
790,1701,2556.0
791,789,1160.0
792,789,1647.0
793,1383,15.0
794,2490,2556.0
795,1963,276.0
796,2131,1462.0
797,794
798,1212
799,834
800,887
801,885,2134.0
802,1814,2783.0
803,1963,386.0
804,1383,886.0
805,1103,1623.0
806,1434,1814.0
807,210,2878.0
808,700,342.0
809,1271,2494.0
810,1537,842.0
811,938,2648.0
812,525,2648.0
813,938,2134.0
814,700,2213.0
815,1546,1306.0
816,1546,1384.0
817,484,2878.0
818,700,2176.0
819,1546,1232.0
820,2874,1034.0
821,341,1384.0
822,2630,485.0
823,793,992.0
824,2415,2578.0
825,1655,342.0
826,341,1548.0
827,700,2186.0
828,1542,1583.0
829,2021
830,1711,1272.0
831,1077,1209.0
832,1212
833,2131,2181.0
834,571,2878.0
835,101,941.0
836,2490,1272.0
837,528,1352.0
838,1896,794.0
839,2867,1921.0
840,2173,342.0
841,2829,2255.0
842,484,1647.0
843,1546,379.0
844,1475,2186.0
845,13,663.0
846,789,302.0
847,1546,847.0
848,789,847.0
849,2183,1967.0
850,1012
851,2561,2189.0
852,938,2878.0
853,36,1544.0
854,1386,2258.0
855,2874,741.0
856,1383,1048.0
857,2131,2153.0
858,1581,1548.0
859,341,2134.0
860,641,502.0
861,2870,276.0
862,275,1548.0
863,207,979.0
864,2012,2419.0
865,2178,1602.0
866,1657
867,2406
868,2552,1695.0
869,1271,869.0
870,1124
871,1012,342.0
872,700,1816.0
873,337
874,2131,422.0
875,2726,2071.0
876,2713,1376.0
877,878
878,930,2637.0
879,2667,2176.0
880,2178,2176.0
881,2173,2186.0
882,1275,569.0
883,1542,843.0
884,895
885,2874,1160.0
886,274,2648.0
887,2183,886.0
888,1749,1078.0
889,885,2570.0
890,2119,15.0
891,341,1954.0
893,640,1272.0
894,1434,2161.0
895,1452,92.0
896,304,342.0
897,1524,2649.0
898,2647,2176.0
899,1351,1954.0
900,2644,1352.0
901,2800,734.0
902,2874,211.0
903,1546,2004.0
904,789,661.0
905,42,2878.0
906,660,2341.0
907,2633,1548.0
908,2667,342.0
909,1396,1670.0
910,2173,1473.0
911,830
912,1619,276.0
913,2667,2181.0
914,2640
915,341,1525.0
916,341,2442.0
917,1351,1187.0
918,640,1814.0
919,700,276.0
920,1952,342.0
921,2016
922,923
923,1270,342.0
924,1514,642.0
925,265
926,1670,201.0
927,341,2134.0
928,1657
929,689,2854.0
930,689,1435.0
931,525,1814.0
932,951
933,689,2854.0
934,341,2015.0
935,1351,342.0
936,2574,930.0
937,2183,2176.0
938,700,342.0
939,2180
940,2173,2878.0
941,173,1827.0
942,2566,998.0
943,1101,1965.0
944,927
945,1657
946,1657
947,929
948,933
949,930
950,1383,1160.0
951,275,2303.0
952,1159,560.0
953,1613,1644.0
954,789,157.0
955,2183,1142.0
956,689,381.0
957,1927,959.0
958,2131,1670.0
959,1351,342.0
960,2131,305.0
961,2644,1926.0
962,1581,1548.0
963,885,1965.0
964,1265,2833.0
965,1383,641.0
966,789,2637.0
967,36,1597.0
968,341,2433.0
969,236
970,2208,1548.0
971,1690,1548.0
972,1383,1617.0
973,2131,342.0
974,1546
975,304,2442.0
976,1019
977,2289,701.0
978,276,1548.0
979,276,1548.0
980,571,2570.0
981,1959,1827.0
982,1778,2070.0
983,1402,2364.0
984,2201,1177.0
985,2874,1863.0
986,655,2070.0
987,1861,1780.0
988,1546,485.0
989,2566,2878.0
990,210,2186.0
991,1383,576.0
992,2874,679.0
993,341,1462.0
994,1015
996,1963,1102.0
997,2156,656.0
998,10,282.0
999,10
1000,10
1001,1812,21.0
1002,841
1003,655,954.0
1004,700,342.0
1005,393
1006,304,342.0
1007,2131,381.0
1008,2802,2878.0
1009,1546,2176.0
1010,341,701.0
1011,682,1972.0
1012,1546,1670.0
1013,871
1014,168,1271.0
1015,2335,102.0
1016,555,2398.0
1017,1071,1384.0
1018,2131,88.0
1019,2183,2878.0
1020,143,176.0
1021,1546,485.0
1022,689,1670.0
1023,789,1160.0
1024,938,2176.0
1025,2644,939.0
1026,304,734.0
1027,1026
1028,2183,1445.0
1029,525,1085.0
1030,341,2134.0
1031,954,2035.0
1032,2131,701.0
1033,2201,342.0
1034,341,2133.0
1035,2850,1435.0
1036,1546,572.0
1037,1077,526.0
1038,1613,2364.0
1039,386,1359.0
1040,2131,1190.0
1041,1469
1042,2289,939.0
1043,304,2186.0
1044,484,979.0
1045,1042
1046,2723
1047,2644,2134.0
1048,341,524.0
1049,1542,19.0
1050,2183,1670.0
1051,2874,211.0
1052,1546,1486.0
1053,311,2177.0
1054,793,2273.0
1055,1078
1056,2597
1057,2131,876.0
1058,2067,2061.0
1059,1896,2686.0
1060,632,526.0
1061,1613,2159.0
1062,2131,2176.0
1063,1062
1064,1047
1065,2012,2578.0
1066,1749,526.0
1067,2335,102.0
1068,1546,1557.0
1069,1546,888.0
1070,1383,1386.0
1071,1937,1401.0
1072,2623,2489.0
1073,2173,614.0
1074,1425
1075,1917
1076,1712
1077,2156,2878.0
1078,1360,712.0
1079,1351,2134.0
1080,1349,1670.0
1081,1084
1082,2426
1083,792,790.0
1084,789,857.0
1085,1668,2134.0
1086,2752
1087,979
1088,385,2519.0
1089,1749,1067.0
1090,1749,2878.0
1091,2507,1557.0
1092,1089,2648.0
1093,1092
1094,660,790.0
1095,1434,1814.0
1096,275,1557.0
1097,2779,701.0
1098,813
1099,1546,553.0
1100,341,1023.0
1101,1963,135.0
1102,385,1537.0
1103,805,1814.0
1104,36,2181.0
1105,700,939.0
1106,938,2878.0
1107,700,342.0
1108,275,1548.0
1109,1375,2070.0
1110,2597,119.0
1111,1105
1112,1899,21.0
1113,275,1557.0
1114,386,2211.0
1115,2667,1827.0
1116,930,1825.0
1117,2556
1118,1963,924.0
1119,525,1548.0
1120,233,342.0
1121,592,1528.0
1122,2689,2186.0
1123,1124
1124,868,1713.0
1125,1976
1126,1067
1127,1677,1374.0
1128,304,734.0
1129,1128
1130,1524,2134.0
1131,1524,342.0
1132,2183,2878.0
1133,1168
1134,1175
1135,340
1136,341,1160.0
1137,2173,2442.0
1138,2293,1557.0
1139,1396,1350.0
1140,1956,1525.0
1141,10,342.0
1142,1530,1144.0
1143,1778,1531.0
1144,1174
1145,2131,2731.0
1146,341,1954.0
1147,2349
1148,1952,2648.0
1149,1524,305.0
1150,1952,1670.0
1151,2183,1389.0
1152,1056,1111.0
1153,978,485.0
1154,2644,342.0
1155,885,2878.0
1156,1546,485.0
1157,1275,23.0
1158,2565,1548.0
1159,2131,2442.0
1160,2183,2205.0
1161,300,211.0
1162,1963,342.0
1163,2378,2852.0
1164,380,356.0
1165,10,690.0
1166,2393,2211.0
1167,885,794.0
1168,20,1384.0
1169,101,1548.0
1170,101,191.0
1171,1383,1607.0
1172,2490,1435.0
1173,2012,2419.0
1174,1175,1548.0
1175,1546,1586.0
1176,341,1954.0
1177,1952,2396.0
1178,1179
1179,1956,1352.0
1180,2178,1816.0
1181,1072
1182,2625,2161.0
1183,2173,1961.0
1184,124,2015.0
1185,385,335.0
1186,2131,1926.0
1187,918
1188,2816,1751.0
1189,2131,1352.0
1190,793,2648.0
1191,2119,276.0
1192,2183,2255.0
1193,1358,1954.0
1194,1193
1195,676,767.0
1196,1351,1672.0
1197,2490,790.0
1198,304,2396.0
1199,101,1548.0
1200,2395,2494.0
1201,1475,1462.0
1202,2183,842.0
1203,837,2134.0
1204,2293,155.0
1205,968,1384.0
1206,118,273.0
1207,565,572.0
1208,2156,1078.0
1209,484,1544.0
1210,1546,572.0
1211,2183,1672.0
1212,1546,1547.0
1213,2874,939.0
1214,2874,229.0
1215,341,276.0
1216,2131,1352.0
1217,444
1218,938,1273.0
1219,1110
1220,1963,924.0
1221,1199
1222,1963,1672.0
1223,1668,811.0
1224,2566,811.0
1225,1101,1965.0
1226,1206
1227,1232
1228,2131,2059.0
1229,2376,357.0
1230,1861,2063.0
1231,2173,1281.0
1232,2335,102.0
1233,39,2186.0
1234,912,404.0
1235,1546,2750.0
1236,1963,342.0
1237,938,1352.0
1238,1383,2173.0
1239,1546,1586.0
1240,1417,1401.0
1241,2644,1352.0
1242,2874,2289.0
1243,2131,886.0
1244,1606,1553.0
1245,1242
1246,2490,886.0
1247,1963,1679.0
1248,1240
1249,1265,1384.0
1250,304,2720.0
1251,2131,1753.0
1252,1677,1954.0
1253,2178,2318.0
1254,2178,1898.0
1255,1497,21.0
1256,309,342.0
1257,341,734.0
1258,341,305.0
1259,918
1260,341,2519.0
1261,2667,342.0
1262,452,1725.0
1263,304,342.0
1264,2131,2096.0
1265,2252,1384.0
1266,274,2262.0
1267,1373,1128.0
1268,2131,2713.0
1269,789,2556.0
1270,341,305.0
1271,1711,1491.0
1272,341,1679.0
1273,385,1273.0
1274,385,1273.0
1275,2667,2878.0
1276,1177,174.0
1277,2107,524.0
1278,2131,2648.0
1279,1691
1280,2173,2134.0
1281,793,1384.0
1282,2131,1232.0
1283,1071,1548.0
1284,571,2570.0
1285,87,1339.0
1286,1056
1287,894
1288,1546,1306.0
1289,1963,976.0
1290,1396,1350.0
1291,281,342.0
1292,1778,1863.0
1293,2486,154.0
1294,2381
1295,357
1296,793,277.0
1297,1383,794.0
1298,1282
1299,341,276.0
1300,2131,1849.0
1301,484,1860.0
1302,275,886.0
1303,733,305.0
1304,885,2291.0
1305,2850,2887.0
1307,2570,1309.0
1308,2605,1310.0
1309,1308,1308.0
1310,118,1548.0
1311,2127,1981.0
1312,2183,174.0
1313,1311
1314,1351,2059.0
1315,2507,1384.0
1316,1546,572.0
1317,789,1384.0
1318,2507,1827.0
1319,1333,1598.0
1320,2012,2702.0
1321,2178,2133.0
1322,341,2821.0
1323,1329
1324,640,2161.0
1325,2012,1654.0
1326,1596
1327,1328,886.0
1328,789,794.0
1329,1328,886.0
1330,2131,2347.0
1331,10,1954.0
1332,1423
1333,1241,790.0
1334,2087,2030.0
1335,269,701.0
1336,1285
1337,1336
1338,841,2264.0
1339,655,2159.0
1340,10
1341,1424
1342,1426
1343,1426
1344,1414,1400.0
1345,1427
1346,1419
1347,1603
1348,1396,1670.0
1349,1668,1372.0
1350,1396,1350.0
1351,2037,2059.0
1352,2644,342.0
1353,341
1354,304
1355,341,2134.0
1356,2438,305.0
1357,2173,1462.0
1358,700,342.0
1359,2173,2134.0
1360,2183,342.0
1361,2174
1362,773
1363,341,2176.0
1364,341,2181.0
1365,1546,555.0
1366,486,2419.0
1367,1368
1368,341,2747.0
1369,2178,803.0
1370,1668,1372.0
1371,341,1961.0
1372,1677,1374.0
1373,1677,1954.0
1374,2183,301.0
1375,89,2570.0
1376,1377
1377,341,510.0
1378,1670,2425.0
1379,1905,1965.0
1380,1611,2186.0
1381,2874,2186.0
1382,1383,1392.0
1383,789,683.0
1384,2170,1384.0
1385,20,1384.0
1386,2170,17.0
1387,1383,1414.0
1388,1383,21.0
1389,1383,510.0
1390,1383,1498.0
1391,1497,1384.0
1392,1383,790.0
1393,2017,707.0
1394,2697,366.0
1395,1396,1350.0
1396,460,524.0
1397,2131
1398,733,342.0
1399,1898,2494.0
1400,789,1939.0
1401,700,342.0
1402,807,342.0
1403,2743,342.0
1404,837,1672.0
1405,1670,2134.0
1406,827
1407,2874,2186.0
1408,2183,2833.0
1409,341,2186.0
1410,561,764.0
1411,274,2886.0
1412,1524,1954.0
1413,1541,1169.0
1414,2335,102.0
1415,2874,707.0
1416,1417,2852.0
1417,792,2494.0
1418,938,2442.0
1419,341,276.0
1420,2710,2134.0
1421,2490,972.0
1422,706,2878.0
1423,2178,342.0
1424,571,2490.0
1425,1089,155.0
1426,2293,1581.0
1427,132,132.0
1428,2539,104.0
1429,2335,102.0
1430,2415,2176.0
1431,2539,1427.0
1432,2178,939.0
1433,1430,2419.0
1434,1917,1814.0
1435,1434,931.0
1436,2846
1437,1434,2637.0
1438,1439
1439,1546,1384.0
1440,1546,572.0
1441,275,1548.0
1442,2850,2629.0
1443,341,2570.0
1444,349,2578.0
1445,2178,342.0
1446,1522
1447,1555,2449.0
1448,1275
1449,341,2671.0
1450,885,2805.0
1451,1450
1452,579,2430.0
1453,1429
1454,1431
1455,1432
1456,1430
1457,1410
1458,1428
1459,1437
1460,1433
1461,341,2134.0
1462,1461,2419.0
1463,2178,1462.0
1464,767,939.0
1465,275
1466,1546,485.0
1467,923,2477.0
1468,1434,1443.0
1469,983,1012.0
1470,2088
1471,341,803.0
1472,397,342.0
1473,733,342.0
1474,2874,607.0
1475,2012,2296.0
1476,1475,1958.0
1477,937,701.0
1478,2539,847.0
1479,846,1494.0
1480,502
1481,1952,1827.0
1482,2729,2648.0
1483,1482
1484,2874
1485,1555,342.0
1486,2729,461.0
1487,2729,461.0
1488,1216
1489,2415,2176.0
1490,2015,790.0
1491,1490,1898.0
1492,2566,1376.0
1493,14,2671.0
1494,444
1495,1693,2570.0
1496,1546,924.0
1497,1383,790.0
1498,1546,2878.0
1499,1861,2878.0
1500,1551
1501,1411
1502,341,2186.0
1503,1555,1301.0
1504,1613,2070.0
1505,2438,342.0
1506,1963,787.0
1507,1548
1508,2119,1548.0
1509,2361,2159.0
1510,1621
1511,841,811.0
1512,2021,1491.0
1513,2726,2071.0
1514,789,869.0
1515,304,342.0
1516,2507,1557.0
1517,1504
1518,2732,2134.0
1519,1572
1520,1573
1521,1937,847.0
1522,240,2671.0
1523,2654,2830.0
1524,341,2442.0
1525,2173,1954.0
1526,2367
1527,341,305.0
1528,378,342.0
1529,341
1530,200,1672.0
1531,2131,2218.0
1531,1532
1532,2131,2648.0
1533,2293
1534,2131,942.0
1535,525,453.0
1536,276,1548.0
1537,841,1225.0
1538,1537,1003.0
1539,841,1225.0
1540,1564
1541,2131,2186.0
1542,1546,2401.0
1543,1572,1583.0
1544,1383,2878.0
1545,2119,1557.0
1546,1555,342.0
1547,1546,1586.0
1548,101,1560.0
1549,101,1544.0
1550,719,1544.0
1551,1542,2186.0
1552,101,1548.0
1553,304,1462.0
1554,1963,404.0
1555,341,1548.0
1556,1542,1560.0
1557,1546,2570.0
1558,1546,1586.0
1559,2170,1586.0
1560,938,342.0
1561,1735,1736.0
1562,1546,1583.0
1563,2293,2878.0
1564,2335,102.0
1565,1546,556.0
1566,274
1567,2335,102.0
1568,1475,2176.0
1569,2698,2320.0
1570,2183,1255.0
1571,341,2176.0
1572,1794,2301.0
1573,571,342.0
1574,1546,342.0
1575,1572,342.0
1576,1579,1392.0
1577,2335,102.0
1578,1735,1736.0
1579,1497,1384.0
1580,2170,1240.0
1581,1546,1586.0
1582,795,1657.0
1583,1071,790.0
1584,1546,515.0
1585,334,1548.0
1586,2644,2186.0
1587,856,1548.0
1588,1589
1589,1546,2805.0
1590,274,1605.0
1591,2727,2861.0
1592,1720
1593,938,701.0
1594,592,1528.0
1595,433,1548.0
1596,1328,886.0
